Year,Quarter,Month,Day,item_name,Sum of item_price,Sum of order_id,item_type,received_by,time_of_sale,Sum of transaction_amount,transaction_type,Sum of quantity
2022,Qtr 3,July,22,Sugarcane juice,25,461,Beverages,Mr.,Midnight,125,Cash,5
2022,Qtr 3,July,23,Vadapav,20,160,Fastfood,Mr.,Night,200,Online,10
2022,Qtr 3,July,24,Aalopuri,20,821,Fastfood,Mrs.,Midnight,240,Cash,12
2022,Qtr 3,July,24,Frankie,50,374,Fastfood,Mr.,Midnight,500,Online,10
2022,Qtr 3,July,25,Aalopuri,20,65,Fastfood,Mr.,Morning,80,Cash,4
2022,Qtr 3,July,25,Sandwich,60,660,Fastfood,Mrs.,Night,540,Cash,9
2022,Qtr 3,July,26,Aalopuri,20,53,Fastfood,Mr.,Afternoon,260,Cash,13
2022,Qtr 3,July,26,Panipuri,20,634,Fastfood,Mr.,Afternoon,260,Cash,13
2022,Qtr 3,July,26,Sandwich,60,645,Fastfood,Mrs.,Night,540,Cash,9
2022,Qtr 3,July,27,Aalopuri,20,206,Fastfood,Mr.,Night,80,Cash,4
2022,Qtr 3,July,27,Panipuri,20,234,Fastfood,Mr.,Midnight,200,Cash,10
2022,Qtr 3,July,27,Panipuri,20,530,Fastfood,Mrs.,Night,120,Cash,6
2022,Qtr 3,July,27,Sandwich,60,499,Fastfood,Mrs.,Evening,480,Online,8
2022,Qtr 3,July,27,Vadapav,20,448,Fastfood,Mrs.,Evening,120,Cash,6
2022,Qtr 3,July,29,Frankie,50,272,Fastfood,Mrs.,Night,250,Online,5
2022,Qtr 3,July,29,Panipuri,20,73,Fastfood,Mr.,Midnight,100,Cash,5
2022,Qtr 3,July,30,Aalopuri,20,740,Fastfood,Mr.,Midnight,180,Cash,9
2022,Qtr 3,July,30,Panipuri,20,541,Fastfood,Mr.,Night,240,Cash,12
2022,Qtr 3,July,30,Sugarcane juice,25,551,Beverages,Mr.,Evening,175,Cash,7
2022,Qtr 3,July,31,Cold coffee,40,838,Beverages,Mrs.,Morning,360,Online,9
2022,Qtr 3,July,31,Frankie,50,311,Fastfood,Mrs.,Morning,350,Cash,7
2022,Qtr 3,July,31,Panipuri,20,233,Fastfood,Mr.,Morning,100,Cash,5
2022,Qtr 3,August,1,Frankie,50,831,Fastfood,Mrs.,Morning,250,Online,5
2022,Qtr 3,August,2,Cold coffee,40,422,Beverages,Mr.,Evening,280,Online,7
2022,Qtr 3,August,2,Cold coffee,40,598,Beverages,Mrs.,Afternoon,320,Cash,8
2022,Qtr 3,August,2,Panipuri,20,511,Fastfood,Mrs.,Night,80,Cash,4
2022,Qtr 3,August,3,Sugarcane juice,25,789,Beverages,Mr.,Morning,175,Cash,7
2022,Qtr 3,August,3,Vadapav,20,728,Fastfood,Mr.,Midnight,20,Online,1
2022,Qtr 3,August,4,Panipuri,20,176,Fastfood,Mrs.,Midnight,20,Cash,1
2022,Qtr 3,August,4,Panipuri,20,57,Fastfood,Mrs.,Morning,280,Online,14
2022,Qtr 3,August,4,Sugarcane juice,25,542,Beverages,Mr.,Evening,225,Cash,9
2022,Qtr 3,August,5,Sandwich,60,416,Fastfood,Mr.,Morning,540,Cash,9
2022,Qtr 3,August,5,Sugarcane juice,25,746,Beverages,Mrs.,Midnight,125,Online,5
2022,Qtr 3,August,5,Vadapav,20,875,Fastfood,Mr.,Evening,300,Cash,15
2022,Qtr 3,August,6,Aalopuri,20,287,Fastfood,Mr.,Morning,60,Cash,3
2022,Qtr 3,August,6,Panipuri,20,108,Fastfood,Mr.,Afternoon,100,Online,5
2022,Qtr 3,August,7,Vadapav,20,128,Fastfood,Mr.,Midnight,220,Online,11
2022,Qtr 3,August,8,Cold coffee,40,109,Beverages,Mr.,Afternoon,480,Cash,12
2022,Qtr 3,August,8,Panipuri,20,812,Fastfood,Mr.,Afternoon,100,Cash,5
2022,Qtr 3,August,9,Cold coffee,40,968,Beverages,Mrs.,Morning,600,Cash,15
2022,Qtr 3,August,9,Frankie,50,562,Fastfood,Mr.,Afternoon,200,Cash,4
2022,Qtr 3,August,9,Sandwich,60,149,Fastfood,Mr.,Morning,420,Online,7
2022,Qtr 3,August,9,Sandwich,60,281,Fastfood,Mrs.,Afternoon,180,Cash,3
2022,Qtr 3,August,9,Sugarcane juice,25,501,Beverages,Mrs.,Afternoon,350,Online,14
2022,Qtr 3,August,10,Panipuri,20,367,Fastfood,Mr.,Afternoon,120,Cash,6
2022,Qtr 3,August,10,Panipuri,20,936,Fastfood,Mr.,Midnight,40,Cash,2
2022,Qtr 3,August,10,Panipuri,20,735,Fastfood,Mr.,Morning,220,Cash,11
2022,Qtr 3,August,10,Sugarcane juice,25,164,Beverages,Mr.,Afternoon,175,Online,7
2022,Qtr 3,August,10,Sugarcane juice,25,938,Beverages,Mr.,Evening,350,Cash,14
2022,Qtr 3,August,12,Frankie,50,683,Fastfood,Mr.,Midnight,750,Cash,15
2022,Qtr 3,August,12,Sandwich,60,878,Fastfood,Mr.,Evening,360,Online,6
2022,Qtr 3,August,12,Sugarcane juice,25,960,Beverages,Mrs.,Evening,375,Online,15
2022,Qtr 3,August,13,Frankie,50,866,Fastfood,Mr.,Midnight,500,Online,10
2022,Qtr 3,August,13,Panipuri,20,721,Fastfood,Mr.,Afternoon,240,Cash,12
2022,Qtr 3,August,13,Sugarcane juice,25,788,Beverages,Mr.,Afternoon,175,Online,7
2022,Qtr 3,August,13,Vadapav,20,689,Fastfood,Mrs.,Afternoon,120,Cash,6
2022,Qtr 3,August,14,Aalopuri,20,114,Fastfood,Mr.,Afternoon,200,Online,10
2022,Qtr 3,August,14,Cold coffee,40,773,Beverages,Mr.,Afternoon,280,Online,7
2022,Qtr 3,August,14,Panipuri,20,847,Fastfood,Mr.,Midnight,220,Online,11
2022,Qtr 3,August,14,Sandwich,60,615,Fastfood,Mr.,Morning,840,Cash,14
2022,Qtr 3,August,14,Sandwich,60,704,Fastfood,Mrs.,Evening,60,Online,1
2022,Qtr 3,August,15,Cold coffee,40,74,Beverages,Mrs.,Evening,400,Online,10
2022,Qtr 3,August,15,Panipuri,20,273,Fastfood,Mr.,Midnight,300,Cash,15
2022,Qtr 3,August,15,Panipuri,20,771,Fastfood,Mrs.,Midnight,100,Online,5
2022,Qtr 3,August,15,Sugarcane juice,25,45,Beverages,Mrs.,Afternoon,150,Cash,6
2022,Qtr 3,August,15,Vadapav,20,265,Fastfood,Mr.,Midnight,120,Cash,6
2022,Qtr 3,August,16,Aalopuri,20,947,Fastfood,Mr.,Night,220,Online,11
2022,Qtr 3,August,16,Cold coffee,40,382,Beverages,Mrs.,Night,360,Cash,9
2022,Qtr 3,August,17,Aalopuri,20,868,Fastfood,Mrs.,Evening,260,Cash,13
2022,Qtr 3,August,17,Panipuri,20,425,Fastfood,Mr.,Afternoon,280,Online,14
2022,Qtr 3,August,17,Panipuri,20,349,Fastfood,Mrs.,Evening,100,Cash,5
2022,Qtr 3,August,17,Vadapav,20,76,Fastfood,Mr.,Morning,180,Online,9
2022,Qtr 3,August,18,Panipuri,20,828,Fastfood,Mr.,Evening,120,Cash,6
2022,Qtr 3,August,18,Sugarcane juice,25,26,Beverages,Mr.,Afternoon,100,Cash,4
2022,Qtr 3,August,19,Aalopuri,20,85,Fastfood,Mrs.,Night,60,Online,3
2022,Qtr 3,August,20,Cold coffee,40,864,Beverages,Mr.,Morning,360,Online,9
2022,Qtr 3,August,20,Cold coffee,40,638,Beverages,Mrs.,Afternoon,440,Online,11
2022,Qtr 3,August,20,Vadapav,20,850,Fastfood,Mrs.,Afternoon,60,Online,3
2022,Qtr 3,August,21,Aalopuri,20,434,Fastfood,Mr.,Morning,240,Cash,12
2022,Qtr 3,August,21,Panipuri,20,331,Fastfood,Mrs.,Evening,80,Online,4
2022,Qtr 3,August,22,Aalopuri,20,897,Fastfood,Mr.,Morning,120,Online,6
2022,Qtr 3,August,22,Panipuri,20,19,Fastfood,Mrs.,Night,220,Cash,11
2022,Qtr 3,August,22,Sandwich,60,96,Fastfood,Mr.,Morning,900,Cash,15
2022,Qtr 3,August,22,Sandwich,60,288,Fastfood,Mr.,Night,420,Cash,7
2022,Qtr 3,August,22,Sugarcane juice,25,442,Beverages,Mrs.,Night,175,Online,7
2022,Qtr 3,August,23,Vadapav,20,2,Fastfood,Mr.,Afternoon,300,Cash,15
2022,Qtr 3,August,24,Aalopuri,20,136,Fastfood,Mr.,Morning,300,Online,15
2022,Qtr 3,August,24,Aalopuri,20,883,Fastfood,Mrs.,Midnight,100,Online,5
2022,Qtr 3,August,24,Cold coffee,40,514,Beverages,Mrs.,Evening,320,Online,8
2022,Qtr 3,August,24,Panipuri,20,695,Fastfood,Mrs.,Midnight,200,Online,10
2022,Qtr 3,August,25,Aalopuri,20,727,Fastfood,Mrs.,Midnight,100,Cash,5
2022,Qtr 3,August,25,Cold coffee,40,589,Beverages,Mr.,Night,200,Cash,5
2022,Qtr 3,August,26,Cold coffee,40,121,Beverages,Mr.,Afternoon,320,Cash,8
2022,Qtr 3,August,26,Cold coffee,40,208,Beverages,Mrs.,Midnight,520,Cash,13
2022,Qtr 3,August,26,Sugarcane juice,25,116,Beverages,Mr.,Evening,325,Cash,13
2022,Qtr 3,August,27,Aalopuri,20,602,Fastfood,Mr.,Night,200,Cash,10
2022,Qtr 3,August,27,Aalopuri,20,359,Fastfood,Mrs.,Night,260,Online,13
2022,Qtr 3,August,27,Panipuri,20,999,Fastfood,Mrs.,Afternoon,100,Cash,5
2022,Qtr 3,August,27,Sugarcane juice,25,172,Beverages,Mrs.,Night,150,Online,6
2022,Qtr 3,August,27,Vadapav,20,803,Fastfood,Mr.,Night,100,Cash,5
2022,Qtr 3,August,28,Cold coffee,40,44,Beverages,Mr.,Evening,480,Cash,12
2022,Qtr 3,August,28,Sugarcane juice,25,474,Beverages,Mrs.,Night,375,Cash,15
2022,Qtr 3,August,30,Sandwich,60,793,Fastfood,Mrs.,Night,360,Cash,6
2022,Qtr 3,August,30,Vadapav,20,646,Fastfood,Mrs.,Afternoon,280,Online,14
2022,Qtr 3,August,31,Cold coffee,40,437,Beverages,Mr.,Morning,40,Cash,1
2022,Qtr 3,August,31,Cold coffee,80,814,Beverages,Mr.,Night,440,Cash,11
2022,Qtr 3,August,31,Cold coffee,40,559,Beverages,Mrs.,Night,200,Online,5
2022,Qtr 3,August,31,Sandwich,60,25,Fastfood,Mrs.,Evening,60,Online,1
2022,Qtr 3,August,31,Vadapav,20,749,Fastfood,Mr.,Morning,220,Cash,11
2022,Qtr 3,August,31,Vadapav,20,603,Fastfood,Mrs.,Afternoon,200,Cash,10
2022,Qtr 3,August,31,Vadapav,20,836,Fastfood,Mrs.,Midnight,40,Cash,2
2022,Qtr 3,September,1,Panipuri,20,833,Fastfood,Mrs.,Evening,40,Online,2
2022,Qtr 3,September,1,Sandwich,60,138,Fastfood,Mr.,Night,900,Online,15
2022,Qtr 3,September,3,Aalopuri,20,174,Fastfood,Mr.,Evening,40,Online,2
2022,Qtr 3,September,3,Sugarcane juice,25,336,Beverages,Mrs.,Midnight,325,Cash,13
2022,Qtr 3,September,4,Sandwich,60,473,Fastfood,Mrs.,Evening,300,Cash,5
2022,Qtr 3,September,4,Sandwich,60,111,Fastfood,Mrs.,Midnight,480,Cash,8
2022,Qtr 3,September,5,Sandwich,60,535,Fastfood,Mr.,Midnight,240,Online,4
2022,Qtr 3,September,5,Sugarcane juice,25,443,Beverages,Mrs.,Night,300,Cash,12
2022,Qtr 3,September,5,Vadapav,20,888,Fastfood,Mr.,Evening,160,Cash,8
2022,Qtr 3,September,6,Cold coffee,40,577,Beverages,Mr.,Evening,280,Cash,7
2022,Qtr 3,September,6,Vadapav,20,258,Fastfood,Mr.,Midnight,280,Cash,14
2022,Qtr 3,September,7,Frankie,50,573,Fastfood,Mr.,Afternoon,100,Cash,2
2022,Qtr 3,September,7,Panipuri,20,539,Fastfood,Mr.,Evening,60,Online,3
2022,Qtr 3,September,7,Sandwich,60,270,Fastfood,Mr.,Evening,780,Cash,13
2022,Qtr 3,September,8,Frankie,50,863,Fastfood,Mr.,Night,450,Online,9
2022,Qtr 3,September,8,Frankie,50,604,Fastfood,Mrs.,Night,500,Cash,10
2022,Qtr 3,September,8,Panipuri,20,468,Fastfood,Mr.,Evening,40,Cash,2
2022,Qtr 3,September,9,Cold coffee,40,699,Beverages,Mr.,Evening,40,Online,1
2022,Qtr 3,September,9,Frankie,50,449,Fastfood,Mr.,Afternoon,200,Cash,4
2022,Qtr 3,September,9,Sugarcane juice,25,619,Beverages,Mrs.,Morning,100,Cash,4
2022,Qtr 3,September,10,Sugarcane juice,25,260,Beverages,Mrs.,Night,50,Online,2
2022,Qtr 3,September,11,Aalopuri,20,745,Fastfood,Mr.,Evening,40,Online,2
2022,Qtr 3,September,11,Panipuri,20,726,Fastfood,Mr.,Morning,20,Online,1
2022,Qtr 3,September,11,Sandwich,60,222,Fastfood,Mrs.,Morning,360,Cash,6
2022,Qtr 3,September,11,Sugarcane juice,25,99,Beverages,Mr.,Evening,75,Cash,3
2022,Qtr 3,September,12,Sugarcane juice,50,1010,Beverages,Mrs.,Midnight,575,Cash,23
2022,Qtr 3,September,14,Aalopuri,20,94,Fastfood,Mrs.,Night,300,Cash,15
2022,Qtr 3,September,14,Cold coffee,40,31,Beverages,Mrs.,Evening,520,Online,13
2022,Qtr 3,September,14,Panipuri,20,620,Fastfood,Mrs.,Evening,240,Online,12
2022,Qtr 3,September,14,Vadapav,20,722,Fastfood,Mr.,Midnight,300,Cash,15
2022,Qtr 3,September,14,Vadapav,20,279,Fastfood,Mrs.,Afternoon,300,Cash,15
2022,Qtr 3,September,15,Aalopuri,20,409,Fastfood,Mrs.,Morning,180,Cash,9
2022,Qtr 3,September,15,Cold coffee,40,20,Beverages,Mr.,Night,400,Online,10
2022,Qtr 3,September,15,Sugarcane juice,25,570,Beverages,Mr.,Morning,100,Cash,4
2022,Qtr 3,September,16,Panipuri,20,10,Fastfood,Mr.,Afternoon,100,Online,5
2022,Qtr 3,September,16,Vadapav,20,751,Fastfood,Mr.,Afternoon,40,Cash,2
2022,Qtr 3,September,17,Aalopuri,20,912,Fastfood,Mr.,Evening,120,Cash,6
2022,Qtr 3,September,17,Sandwich,60,673,Fastfood,Mr.,Midnight,720,Cash,12
2022,Qtr 3,September,18,Aalopuri,20,392,Fastfood,Mr.,Night,300,Online,15
2022,Qtr 3,September,18,Frankie,50,143,Fastfood,Mrs.,Afternoon,400,Cash,8
2022,Qtr 3,September,18,Vadapav,20,684,Fastfood,Mr.,Afternoon,100,Cash,5
2022,Qtr 3,September,19,Cold coffee,40,829,Beverages,Mr.,Night,240,Cash,6
2022,Qtr 3,September,19,Cold coffee,40,429,Beverages,Mr.,Night,120,Online,3
2022,Qtr 3,September,19,Cold coffee,40,934,Beverages,Mrs.,Afternoon,160,Cash,4
2022,Qtr 3,September,19,Vadapav,20,348,Fastfood,Mrs.,Midnight,20,Online,1
2022,Qtr 3,September,20,Frankie,50,737,Fastfood,Mrs.,Night,650,Online,13
2022,Qtr 3,September,20,Sandwich,60,997,Fastfood,Mr.,Evening,420,Cash,7
2022,Qtr 3,September,20,Sandwich,60,748,Fastfood,Mrs.,Night,840,Cash,14
2022,Qtr 3,September,21,Aalopuri,20,202,Fastfood,Mr.,Afternoon,180,Cash,9
2022,Qtr 3,September,21,Cold coffee,40,488,Beverages,Mr.,Midnight,400,Cash,10
2022,Qtr 3,September,21,Cold coffee,40,350,Beverages,Mrs.,Morning,320,Online,8
2022,Qtr 3,September,21,Panipuri,20,808,Fastfood,Mr.,Morning,20,Online,1
2022,Qtr 3,September,21,Panipuri,20,223,Fastfood,Mr.,Night,260,Online,13
2022,Qtr 3,September,21,Sandwich,60,357,Fastfood,Mrs.,Afternoon,540,Online,9
2022,Qtr 3,September,21,Vadapav,20,921,Fastfood,Mr.,Midnight,280,Cash,14
2022,Qtr 3,September,22,Panipuri,20,330,Fastfood,Mr.,Morning,160,Cash,8
2022,Qtr 3,September,22,Sugarcane juice,25,516,Beverages,Mrs.,Midnight,300,Online,12
2022,Qtr 3,September,23,Aalopuri,20,294,Fastfood,Mrs.,Evening,20,Cash,1
2022,Qtr 3,September,24,Aalopuri,20,952,Fastfood,Mrs.,Evening,280,Cash,14
2022,Qtr 3,September,25,Cold coffee,40,403,Beverages,Mrs.,Midnight,120,Online,3
2022,Qtr 3,September,25,Frankie,50,950,Fastfood,Mrs.,Evening,300,Online,6
2022,Qtr 3,September,25,Panipuri,20,736,Fastfood,Mr.,Afternoon,260,Cash,13
2022,Qtr 3,September,25,Vadapav,20,758,Fastfood,Mrs.,Evening,60,Cash,3
2022,Qtr 3,September,27,Cold coffee,40,564,Beverages,Mr.,Morning,80,Cash,2
2022,Qtr 3,September,27,Panipuri,20,565,Fastfood,Mr.,Evening,300,Cash,15
2022,Qtr 3,September,27,Sugarcane juice,25,835,Beverages,Mr.,Afternoon,175,Online,7
2022,Qtr 3,September,28,Frankie,50,444,Fastfood,Mr.,Evening,200,Cash,4
2022,Qtr 3,September,28,Vadapav,20,667,Fastfood,Mrs.,Evening,60,Cash,3
2022,Qtr 3,September,29,Vadapav,20,213,Fastfood,Mrs.,Midnight,60,Cash,3
2022,Qtr 3,September,29,Vadapav,20,470,Fastfood,Mrs.,Morning,160,Cash,8
2022,Qtr 3,September,30,Frankie,50,439,Fastfood,Mr.,Afternoon,650,Online,13
2022,Qtr 3,September,30,Sugarcane juice,25,276,Beverages,Mr.,Midnight,150,Cash,6
2022,Qtr 4,October,1,Aalopuri,20,219,Fastfood,Mrs.,Evening,180,Cash,9
2022,Qtr 4,October,1,Panipuri,20,558,Fastfood,Mr.,Morning,100,Online,5
2022,Qtr 4,October,1,Sandwich,60,591,Fastfood,Mrs.,Morning,780,Cash,13
2022,Qtr 4,October,1,Vadapav,20,78,Fastfood,Mrs.,Evening,80,Cash,4
2022,Qtr 4,October,2,Cold coffee,40,493,Beverages,Mr.,Morning,80,Online,2
2022,Qtr 4,October,2,Frankie,50,971,Fastfood,Mrs.,Morning,100,Cash,2
2022,Qtr 4,October,2,Frankie,50,266,Fastfood,Mrs.,Night,500,Online,10
2022,Qtr 4,October,2,Sugarcane juice,25,794,Beverages,Mr.,Afternoon,125,Online,5
2022,Qtr 4,October,2,Sugarcane juice,25,5,Beverages,Mr.,Evening,200,Online,8
2022,Qtr 4,October,2,Vadapav,20,480,Fastfood,Mr.,Evening,240,Cash,12
2022,Qtr 4,October,3,Frankie,50,599,Fastfood,Mr.,Morning,650,Cash,13
2022,Qtr 4,October,3,Sugarcane juice,25,247,Beverages,Mr.,Midnight,150,Cash,6
2022,Qtr 4,October,3,Sugarcane juice,25,159,Beverages,Mrs.,Afternoon,25,Online,1
2022,Qtr 4,October,3,Vadapav,20,245,Fastfood,Mrs.,Morning,40,Cash,2
2022,Qtr 4,October,4,Cold coffee,40,531,Beverages,Mr.,Night,400,Cash,10
2022,Qtr 4,October,4,Sugarcane juice,25,22,Beverages,Mr.,Evening,300,Online,12
2022,Qtr 4,October,5,Vadapav,20,408,Fastfood,Mr.,Midnight,80,Online,4
2022,Qtr 4,October,5,Vadapav,20,814,Fastfood,Mrs.,Midnight,260,Cash,13
2022,Qtr 4,October,5,Vadapav,20,963,Fastfood,Mrs.,Morning,120,Cash,6
2022,Qtr 4,October,5,Vadapav,20,690,Fastfood,Mrs.,Night,180,Cash,9
2022,Qtr 4,October,6,Cold coffee,40,360,Beverages,Mrs.,Midnight,80,Online,2
2022,Qtr 4,October,7,Cold coffee,40,915,Beverages,Mr.,Afternoon,280,Online,7
2022,Qtr 4,October,7,Frankie,50,734,Fastfood,Mr.,Evening,350,Cash,7
2022,Qtr 4,October,7,Sandwich,60,705,Fastfood,Mr.,Evening,360,Online,6
2022,Qtr 4,October,8,Frankie,50,978,Fastfood,Mr.,Night,100,Online,2
2022,Qtr 4,October,8,Frankie,50,965,Fastfood,Mrs.,Night,250,Online,5
2022,Qtr 4,October,8,Sandwich,60,859,Fastfood,Mrs.,Midnight,660,Cash,11
2022,Qtr 4,October,8,Sugarcane juice,25,419,Beverages,Mrs.,Midnight,350,Cash,14
2022,Qtr 4,October,9,Cold coffee,40,254,Beverages,Mrs.,Afternoon,480,Cash,12
2022,Qtr 4,October,9,Panipuri,20,910,Fastfood,Mrs.,Afternoon,20,Cash,1
2022,Qtr 4,October,9,Panipuri,20,280,Fastfood,Mrs.,Evening,280,Online,14
2022,Qtr 4,October,9,Sandwich,60,671,Fastfood,Mr.,Afternoon,120,Online,2
2022,Qtr 4,October,9,Sandwich,60,388,Fastfood,Mr.,Evening,840,Cash,14
2022,Qtr 4,October,9,Sandwich,60,145,Fastfood,Mr.,Morning,840,Online,14
2022,Qtr 4,October,10,Aalopuri,20,658,Fastfood,Mrs.,Afternoon,240,Cash,12
2022,Qtr 4,October,11,Aalopuri,20,682,Fastfood,Mr.,Midnight,280,Online,14
2022,Qtr 4,October,11,Aalopuri,20,187,Fastfood,Mrs.,Morning,300,Cash,15
2022,Qtr 4,October,11,Cold coffee,40,989,Beverages,Mr.,Afternoon,520,Cash,13
2022,Qtr 4,October,11,Cold coffee,40,364,Beverages,Mr.,Night,80,Online,2
2022,Qtr 4,October,11,Cold coffee,40,804,Beverages,Mrs.,Night,480,Online,12
2022,Qtr 4,October,11,Frankie,50,661,Fastfood,Mrs.,Midnight,350,Online,7
2022,Qtr 4,October,11,Sugarcane juice,25,717,Beverages,Mrs.,Evening,375,Cash,15
2022,Qtr 4,October,11,Sugarcane juice,25,401,Beverages,Mrs.,Midnight,200,Online,8
2022,Qtr 4,October,12,Cold coffee,40,27,Beverages,Mrs.,Afternoon,440,Online,11
2022,Qtr 4,October,12,Vadapav,20,819,Fastfood,Mr.,Evening,200,Cash,10
2022,Qtr 4,October,13,Cold coffee,40,406,Beverages,Mrs.,Afternoon,160,Online,4
2022,Qtr 4,October,13,Frankie,50,563,Fastfood,Mrs.,Evening,350,Online,7
2022,Qtr 4,October,13,Panipuri,20,813,Fastfood,Mr.,Afternoon,200,Online,10
2022,Qtr 4,October,14,Cold coffee,40,854,Beverages,Mrs.,Night,560,Online,14
2022,Qtr 4,October,14,Sandwich,60,309,Fastfood,Mr.,Evening,480,Online,8
2022,Qtr 4,October,14,Sugarcane juice,25,124,Beverages,Mrs.,Evening,325,Cash,13
2022,Qtr 4,October,15,Aalopuri,20,337,Fastfood,Mrs.,Midnight,280,Online,14
2022,Qtr 4,October,16,Cold coffee,40,457,Beverages,Mr.,Evening,440,Cash,11
2022,Qtr 4,October,16,Cold coffee,40,567,Beverages,Mrs.,Afternoon,280,Online,7
2022,Qtr 4,October,16,Panipuri,20,17,Fastfood,Mrs.,Morning,220,Cash,11
2022,Qtr 4,October,16,Sugarcane juice,25,885,Beverages,Mr.,Evening,100,Cash,4
2022,Qtr 4,October,17,Aalopuri,20,467,Fastfood,Mr.,Morning,220,Online,11
2022,Qtr 4,October,17,Frankie,50,175,Fastfood,Mrs.,Afternoon,600,Cash,12
2022,Qtr 4,October,17,Sugarcane juice,25,62,Beverages,Mr.,Afternoon,75,Cash,3
2022,Qtr 4,October,17,Vadapav,20,205,Fastfood,Mr.,Afternoon,80,Cash,4
2022,Qtr 4,October,18,Sandwich,60,932,Fastfood,Mr.,Afternoon,540,Online,9
2022,Qtr 4,October,18,Sugarcane juice,25,464,Beverages,Mr.,Morning,325,Cash,13
2022,Qtr 4,October,18,Vadapav,20,371,Fastfood,Mrs.,Night,100,Online,5
2022,Qtr 4,October,19,Cold coffee,40,907,Beverages,Mrs.,Midnight,160,Cash,4
2022,Qtr 4,October,19,Panipuri,20,129,Fastfood,Mrs.,Morning,260,Cash,13
2022,Qtr 4,October,20,Aalopuri,20,495,Fastfood,Mrs.,Midnight,260,Online,13
2022,Qtr 4,October,20,Sandwich,60,380,Fastfood,Mrs.,Afternoon,300,Online,5
2022,Qtr 4,October,20,Sandwich,60,453,Fastfood,Mrs.,Midnight,60,Online,1
2022,Qtr 4,October,20,Sugarcane juice,25,643,Beverages,Mr.,Afternoon,50,Cash,2
2022,Qtr 4,October,21,Frankie,50,423,Fastfood,Mrs.,Night,350,Cash,7
2022,Qtr 4,October,21,Sandwich,60,992,Fastfood,Mr.,Morning,300,Cash,5
2022,Qtr 4,October,21,Sugarcane juice,25,756,Beverages,Mrs.,Morning,250,Online,10
2022,Qtr 4,October,22,Aalopuri,20,574,Fastfood,Mrs.,Night,20,Cash,1
2022,Qtr 4,October,22,Sandwich,60,445,Fastfood,Mrs.,Morning,840,Online,14
2022,Qtr 4,October,22,Sugarcane juice,25,384,Beverages,Mr.,Afternoon,25,Online,1
2022,Qtr 4,October,23,Panipuri,20,777,Fastfood,Mr.,Morning,260,Cash,13
2022,Qtr 4,October,23,Vadapav,20,855,Fastfood,Mr.,Evening,100,Online,5
2022,Qtr 4,October,24,Aalopuri,20,887,Fastfood,Mr.,Morning,60,Cash,3
2022,Qtr 4,October,24,Cold coffee,40,152,Beverages,Mr.,Afternoon,360,Online,9
2022,Qtr 4,October,24,Cold coffee,40,335,Beverages,Mr.,Night,440,Cash,11
2022,Qtr 4,October,24,Cold coffee,40,204,Beverages,Mrs.,Evening,280,Cash,7
2022,Qtr 4,October,26,Sugarcane juice,25,249,Beverages,Mrs.,Afternoon,75,Online,3
2022,Qtr 4,October,26,Vadapav,20,509,Fastfood,Mr.,Evening,220,Online,11
2022,Qtr 4,October,26,Vadapav,20,192,Fastfood,Mr.,Night,40,Online,2
2022,Qtr 4,October,27,Aalopuri,20,358,Fastfood,Mr.,Night,120,Cash,6
2022,Qtr 4,October,27,Cold coffee,40,104,Beverages,Mr.,Morning,520,Online,13
2022,Qtr 4,October,27,Sugarcane juice,25,877,Beverages,Mrs.,Afternoon,350,Cash,14
2022,Qtr 4,October,28,Frankie,50,146,Fastfood,Mrs.,Afternoon,200,Cash,4
2022,Qtr 4,October,28,Panipuri,20,632,Fastfood,Mrs.,Night,180,Online,9
2022,Qtr 4,October,29,Sugarcane juice,25,481,Beverages,Mr.,Evening,100,Cash,4
2022,Qtr 4,October,29,Vadapav,20,90,Fastfood,Mr.,Night,300,Online,15
2022,Qtr 4,October,30,Aalopuri,20,711,Fastfood,Mr.,Afternoon,60,Cash,3
2022,Qtr 4,October,30,Aalopuri,20,896,Fastfood,Mr.,Night,260,Cash,13
2022,Qtr 4,October,30,Panipuri,20,825,Fastfood,Mrs.,Morning,280,Cash,14
2022,Qtr 4,October,30,Sugarcane juice,25,333,Beverages,Mrs.,Afternoon,275,Cash,11
2022,Qtr 4,October,31,Cold coffee,40,870,Beverages,Mrs.,Afternoon,200,Online,5
2022,Qtr 4,October,31,Frankie,50,396,Fastfood,Mr.,Morning,750,Online,15
2022,Qtr 4,October,31,Frankie,50,664,Fastfood,Mrs.,Morning,500,Online,10
2022,Qtr 4,November,1,Aalopuri,20,601,Fastfood,Mr.,Morning,240,Online,12
2022,Qtr 4,November,1,Panipuri,20,703,Fastfood,Mrs.,Afternoon,200,Online,10
2022,Qtr 4,November,1,Panipuri,20,994,Fastfood,Mrs.,Evening,40,Online,2
2022,Qtr 4,November,2,Aalopuri,20,441,Fastfood,Mrs.,Midnight,20,Online,1
2022,Qtr 4,November,2,Frankie,50,316,Fastfood,Mr.,Morning,200,Online,4
2022,Qtr 4,November,2,Sandwich,60,679,Fastfood,Mr.,Morning,720,Online,12
2022,Qtr 4,November,2,Sandwich,60,515,Fastfood,Mrs.,Night,420,Cash,7
2022,Qtr 4,November,2,Vadapav,20,50,Fastfood,Mrs.,Midnight,160,Cash,8
2022,Qtr 4,November,3,Cold coffee,40,849,Beverages,Mrs.,Night,400,Cash,10
2022,Qtr 4,November,3,Frankie,50,523,Fastfood,Mr.,Afternoon,300,Cash,6
